"","scenario","scenario_main","dispatch_cost","ann_gen_total_MWh","ann_gen_vre_nocurt_MWh","ann_gen_vre_MWh","ann_curt_vre_MWh","ann_gen_solarPV_MWh","ann_gen_wind_MWh","ann_gen_coal_MWh","ann_gen_gas_ccgt_MWh","ann_gen_gas_ct_MWh","ann_gen_diesel_MWh","ann_gen_other_MWh","ann_gen_hydro_MWh","ann_gen_nuclear_MWh","ann_discharge_bat_storage_MWh","ann_charge_bat_storage_MWh","new_capacity_coal_MW","new_capacity_gas_ccgt_MW","new_capacity_gas_ct_MW","capacity_vre_MW","capacity_solarPV_MW","capacity_wind_MW","capacity_bat_storage_MW","energy_bat_storage_MWh","scenario_build","scenario_split","rank","date_time","scenario_econ_dispatch","scenario_sensitivity","ann_cap_cost_coal_mil","ann_cap_cost_ccgt_mil","ann_cap_cost_ct_mil","ann_cap_cost_solar_mil","ann_cap_cost_wind_mil","ann_cap_cost_battery_mil","total_cost_new_conv","total_cost_vre","total_cost_capacity","total_cost_energy","total_cost","system_cost_vre","cost_vre_pMWh","cost_vre_nocurt_pMWh","cost_battery_pMWh","cost_battery_nocurt_pMWh","cost_vre_battery_pMWh","cost_vre_battery_nocurt_pMWh","capacity_value_pMWh","energy_value_pMWh","total_value_pMWh","system_cost_vre_pMWh","system_cost_add_pMWh_load","system_cost_add_perc","vre_share_after_curt","vre_curt","vre_share_nocurt","total_emissions_co2_milTonnes","grid_emissions_factor_kg_kWh","total_emissions_reduced_milTonnes","emissions_reduction","cost_emissions_reduction_pTonneCO2_avg","avoided_conv_cap_mw_perVREmw"
"260","S100W100","battery30B50LC",3645373905120,2431177679.6,427217839,427217841.44,0,175038224.01,252179617.28,1817763025.93,25834583.43,1359106.79,168434.81,0,128787887.33,30046800,37538819.87,-44163317.42,118140,0,25800,200102,100079,100023,30000,120000,"200 GW","50-50",4,"2018-01-20 18:56:18","ClcC70mB30","ClcC70mB30B50lc",14856.2307963426,0,1681.63189143077,7871.05460234159,10941.6729003589,4324.50288121674,16537.8626877734,18812.7275027005,39675.0930716907,56082.6754633846,95757.7685350753,4991.50508180546,44.0354443983179,44.0354446498207,10.1224772510445,10.1224773088577,54.1579216493624,54.1579219586784,7.8216746449596,34.6525002184987,42.4741748634583,11.683746785904,2.05312228871183,0.054992955442914,0.175724647780696,-5.71137198607433e-09,0.175724646777067,1684.1868627181,0.692745280137319,380.9915755323,0.184483610944085,13.1013528969285,0.102947496776644
"261","S150W50","battery30B50LC",3760644439610,2432241665.32,392945562,392941726.81,3833,261661724.54,131280002.53,1844978966.81,33490406.33,1807018.99,188859.35,0,128787887.33,30046800,43568073.28,-51256556.59,117480,0,22600,200039,150010,50029,30000,120000,"200 GW","75-25",5,"2018-01-20 20:11:27","ClcC70mB30","ClcC70mB30B50lc",14773.2350935698,0,1473.05739326881,11798.0485506176,5472.75080263595,4324.50288121674,16246.2924868386,17270.7993532536,37841.5947213089,57856.0683016923,95697.6630230012,4931.39956973141,43.9525715262217,43.9521425445023,11.0054559904445,11.0053485760369,54.9580275166662,54.9574911205393,9.24597443161636,33.1621016971793,42.4080761287956,12.5499513878706,2.02751216708666,0.0543307544247461,0.161555380130495,9.76010514147915e-06,0.161556956943381,1712.7399067545,0.704181632596596,352.4385314959,0.170657665685529,13.9922259600857,0.122276156149551
"262","S200W0","battery30B50LC",3911430929350,2432295175.47,348007539,335899241.29,12108310,335899241.29,0,1897760328.52,37125806.72,2314638.78,360473.03,0,128787887.33,30046800,43871297.41,-51613290.82,133980,0,12800,200004,200004,0,30000,120000,"200 GW","100-0",6,"2018-01-20 21:32:32","ClcC70mB30","ClcC70mB30B50lc",16848.1276628914,0,834.297992647824,15729.9973489616,0,4324.50288121674,17682.4256555392,15729.9973489616,37736.9258857175,60175.8604515385,97912.786337256,7146.52288398618,46.829511399167,45.2001626003901,12.8744050287484,12.4264632129614,59.7039164279154,57.6266258133515,6.54063993137467,31.8874830278195,38.4281229591941,21.2757934687212,2.9381807586759,0.0787354531528722,0.138099702979139,0.034793205183983,0.14307783960997,1763.2861513768,0.724947436133476,301.8922868736,0.146182180329832,23.6724262086841,0.0887982240355193
"263","S0W400","battery30B50LC",2779062727610,2428939907.83,888594843,852783206.16,35811627,0,852783206.16,1396892341.59,19113573,1146146.42,167609.69,2343.6,128787887.33,30046800,24858112.48,-29244838.25,112200,0,41600,400031,0,400031,30000,120000,"400 GW","0-100",12,"2018-01-21 05:21:34","ClcC70mB30","ClcC70mB30B50lc",14109.2694713869,0,2711.46847610543,0,43760.0187157301,4324.50288121674,16820.7379474923,43760.0187157301,64905.2595444391,42754.811194,107660.070738439,16893.8072851693,51.3143532842036,49.2463118151701,5.07104601729853,4.86667564558074,56.3853993015022,54.1129874607508,3.58670723866584,32.9884904041516,36.5751976428174,19.8102016586847,6.95521829531886,0.186124300400081,0.351092755901842,0.0403014232212915,0.365836486993976,1294.0281671132,0.532754294555305,771.1502711372,0.373406121647537,21.9072830775983,0.0268479192862553
"264","S100W300","battery30B50LC",2752489176840,2430516795.27,862515820,852375463.79,10140374,169138884.59,683236579.26,1399041838.02,18772324.75,1232122.15,260359.11,0,128787887.33,30046800,33793808.14,-39757421.37,99000,0,37400,400086,100079,300007,30000,120000,"400 GW","25-75",13,"2018-01-21 06:37:24","ClcC70mB30","ClcC70mB30B50lc",12449.3554159296,0,2437.71444726786,7871.05460234159,32818.2364238022,4324.50288121674,14887.0698631975,40689.2910261438,59900.863770558,42345.987336,102246.851106558,11480.5876532882,47.7363471318415,47.1751243080316,5.07347180312803,5.01382442030656,52.8098189349695,52.1889487283382,5.85698673286958,33.4838996236785,39.3408863565481,13.4689325784215,4.7235171037001,0.126485185315565,0.350697211987507,0.0117567190941495,0.354869310789595,1295.9925987981,0.533216886762608,769.1858394523,0.372454905206132,14.925635736434,0.0703348780012297
"265","S200W200","battery30B50LC",2912089132600,2432426677.09,825174368,789368623.34,35805751,327033887.59,462334735.76,1454454229.69,27261255.11,2085995.61,421886.25,0,128787887.33,30046800,44616473.02,-52489968.03,99000,0,28800,400009,200004,200005,30000,120000,"400 GW","50-50",14,"2018-01-21 08:02:35","ClcC70mB30","ClcC70mB30B50lc",12449.3554159296,0,1877.1704834576,15729.9973489616,21878.8607463911,4324.50288121674,14326.5258993872,37608.8580953527,56259.8868759567,44801.3712707692,101061.258146726,10294.9946934561,47.6442272765049,45.5768617565115,5.47843270349254,5.24071402229588,53.1226599799974,50.8175757788074,7.03460409048977,33.0459936779447,40.0805977684344,13.042062211563,4.23239672152107,0.113423140953207,0.324518979657118,0.0433917315521851,0.339239153957638,1351.2077424203,0.555497830683554,713.9706958301,0.345718647166862,14.4193518775817,0.091847933421498
"266","S300W100","battery30B50LC",3317416417530,2432449751.61,771532271,613908677.63,157623585,385404535.82,228504141.84,1620728312.94,35406498.53,2702059.29,869516.23,0,128787887.33,30046800,44747228.63,-52643798.22,107580,0,26200,400037,300014,100023,30000,120000,"400 GW","75-25",15,"2018-01-21 09:29:40","ClcC70mB30","ClcC70mB30B50lc",13528.2995519768,0,1707.70370370102,23595.6252107526,10941.6729003589,4324.50288121674,15236.0032556778,34537.2981111115,54097.8042480061,51037.1756543077,105134.979902314,14368.716449044,56.2580386458179,44.764554133746,7.04421201197468,5.60508360280466,63.3022506577926,50.3696377365507,7.56369564327899,32.3332555414478,39.8969511847268,23.4052994730658,5.90709692544873,0.158304593605327,0.252382881588269,0.204299417269612,0.317183230810558,1508.3560779487,0.620097527996351,556.8223603017,0.269624333659727,25.804848140902,0.0768928874079148
"267","S400W0","battery30B50LC",3807671909600,2432471407.26,689271552,394459808.95,294811749,394459808.95,0,1834773967.02,40519386.16,2881015.04,1002542.65,0,128787887.33,30046800,44869944.08,-52788169.32,133320,0,11200,400003,400003,0,30000,120000,"400 GW","100-0",16,"2018-01-21 10:59:39","ClcC70mB30","ClcC70mB30B50lc",16765.1319601185,0,730.010743566846,31459.6014558543,0,4324.50288121674,17495.1427036854,31459.6014558543,53279.2470407564,58579.56784,111858.814880756,21092.5514274866,79.7536295005457,45.6418103497391,10.9631013935944,6.27401909837814,90.7167308941401,51.9158294481172,6.04441539608384,31.2003243118509,37.2447397079348,53.4719911862053,8.67124331432361,0.232383163358332,0.162164211991429,0.427714943688841,0.283362653284551,1707.6473162938,0.702021537107126,357.5311219566,0.173123598103947,58.9950080766591,0.0500496246278153
"268","S0W600","battery30B50LC",2383553687480,2429343957.61,1286680244,1054408924.33,232271324,0,1054408924.33,1196944612.38,17772338.96,1210245.13,167306.66,5842.72,128787887.33,30046800,27147728.2,-31938503.86,102300,5000,36200,600016,0,600016,30000,120000,"600 GW","0-100",17,"2018-11-24 14:47:37","ClcC70mB30","ClcC70mB30B50lc",12864.3339297939,387.515754230079,2359.49901045713,0,65636.6916307424,4324.50288121674,15611.3486944811,65636.6916307424,85572.5432064402,36670.0567304615,122242.599936902,31476.336483632,62.2497497092503,51.0124344698825,4.1013526928982,3.36097713583666,66.3511024021485,54.3734116057191,4.04783462381065,32.4511527617347,36.4989873855454,29.8521150166032,12.9567228983904,0.346784535201642,0.43403031547963,0.180519846133582,0.529641033320717,1109.5530716459,0.45672950846264,955.6253666045,0.462732589545191,32.9379457511397,0.0350657315804912
"269","S150W450","battery30B50LC",2224213714850,2431079060.06,1267252344,1130778097.75,136474232,221514484.67,909263612.91,1120496411.65,19147717,1402757.96,411690.46,7698.09,128787887.33,30046800,36979975.86,-43505853.87,79860,5250,33000,600096,150088,450008,30000,120000,"600 GW","25-75",18,"2018-11-24 16:00:11","ClcC70mB30","ClcC70mB30B50lc",10042.4800355165,406.891541941583,2150.92451229517,11804.1831268922,49227.081156781,4324.50288121674,12600.2960897533,61031.2642836732,77956.0632546433,34218.6725361538,112174.735790797,21408.4723375273,53.9728036872239,48.1603088545348,3.82436031421333,3.41250335948618,57.7971640014372,51.572812214021,6.43727144235426,32.4273784078755,38.8646498502298,18.9325141512074,8.80616047797266,0.235863761743913,0.465134234557593,0.107693031223148,0.521271547610107,1040.12006355,0.427842961028314,1025.0583747004,0.496353417077519,20.8851250483998,0.0773709539806964
"270","S300W300","battery30B50LC",2466973538700,2432566429.44,1207988444,1014316487.03,193671968,383833580.34,630482906.68,1229744896.57,26365420.39,2383711.46,919062.34,2164.58,128787887.33,30046800,45408402.44,-53421649.85,86460,4750,27200,600019,300012,300007,30000,120000,"600 GW","50-50",19,"2018-11-24 17:24:05","ClcC70mB30","ClcC70mB30B50lc",10872.4370632452,368.139966518575,1772.88323437663,23595.4679139251,32818.2364238022,4324.50288121674,13013.4602641404,56413.7043377273,73751.6674830844,37953.4390569231,111705.106540008,20938.8430867377,55.6174577255578,46.700533120106,4.26346503927904,3.57992073740131,59.8809227648368,50.2804538575073,6.76905233198244,32.4685669329297,39.2376192649122,20.6433034999247,8.60771686780123,0.230689711023721,0.41697380789042,0.160326001405027,0.496590115435446,1144.6941507468,0.470570561565433,920.4842875036,0.445716588191491,22.7476377065869,0.0768808987715389
"271","S450W150","battery30B50LC",3041432676570,2432519042.67,1142202959,741272202.72,400930739,429990852.02,311281350.78,1495580957.4,33023174.33,2699847.78,1108173.17,0,128787887.33,30046800,45139877.96,-53105738.67,100980,0,25400,600057,450047,150010,30000,120000,"600 GW","75-25",20,"2018-11-24 18:47:37","ClcC70mB30","ClcC70mB30B50lc",12698.3425242482,0,1655.56007916053,35395.4826748871,16409.8292570993,4324.50288121674,14353.9026034087,51805.3119319864,70483.7174166118,46791.2719472308,117274.989363843,26508.7259105728,69.8870290048563,45.3556099848857,5.83389322484851,3.78610723001702,75.7209222297048,49.1417172149027,7.45410258519767,32.5056973289765,39.9597999141741,35.7611223155307,10.8976437370357,0.29205483295256,0.304734388392026,0.351015336741042,0.469555608389518,1392.4138201274,0.5724164110136,672.764618123,0.325765854253718,39.4026754625289,0.0635939585739355
"272","S600W0","battery30B50LC",3767102974290,2432482366.96,1026500348,414667162.16,611833206,414667162.16,0,1814184858.49,40593466.23,2969658.35,1232534.38,0,128787887.33,30046800,44932048.95,-52861233.92,133320,0,7400,600051,600051,0,30000,120000,"600 GW","100-0",21,"2018-11-24 20:12:19","ClcC70mB30","ClcC70mB30B50lc",16765.1319601185,0,482.328526999523,47193.0593350221,0,4324.50288121674,17247.460487118,47193.0593350221,68765.0227033569,57955.4303736923,126720.453077049,35954.1896237794,113.809492628241,45.9747134299287,10.4288530075312,4.21286060900268,124.238345635772,50.1875740389314,6.34716562847927,31.185038540739,37.5322041692183,86.7061414665538,14.7808634143207,0.396118428322105,0.170470778243803,0.596037972156635,0.421997035597373,1688.9808885795,0.694344555800545,376.1975496709,0.182162249374253,95.5726310690549,0.0396966257868081
"273","S0W0","high_cost_coal",4607650302210,2424553182,0,0,0,0,0,2226200401.32,37428676.23,1901699.79,187717.24,0,128787887.33,30046800,0,0,151140,0,13400,0,0,0,0,0,"0 GW","0-0",1,"2018-11-20 00:54:52","ChcC70m","ChcC70m",21132.9977929138,0,873.405711053191,0,0,0,22006.403503967,0,22006.403503967,70886.9277263077,92893.3312302747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065.1764122355,0.851776082936629,NA,NA,NA,NA
"274","S0W200","high_cost_coal",3540509114180,2424553182,477166828,477093301.25,73523,0,477093301.25,1761530315.05,25475797.44,1384288.23,233653.53,1139.25,128787887.33,30046800,0,0,123420,3750,28800,200005,0,200005,0,0,"200 GW","0-100",2,"2018-11-20 02:07:04","ChcC70m","ChcC70m",17257.076800327,290.636815672559,1877.1704834576,0,21878.8607463911,0,19424.8840994571,21878.8607463911,41303.7448458483,54469.3709873846,95773.1158332329,2879.78460295823,45.858662632797,45.8515962605664,0,0,45.858662632797,45.8515962605664,5.41093198698487,34.4116270253817,39.8225590123666,6.03610362043043,1.18775889278812,0.0310009832225683,0.196775762557804,0.000154090237806724,0.196806088454776,1632.3714222503,0.673266907226084,432.804989985201,0.209572890442178,6.65376941022954,0.0428489287767806
"275","S50W150","high_cost_coal",3589429088300,2424553182,454821772,454777983.07,43785,87812464.15,366965518.86,1782149166.59,26930978.29,1423002.94,437363.74,0,128787887.33,30046800,0,0,116820,2000,25000,200025,50015,150010,0,0,"200 GW","25-75",3,"2018-11-20 03:18:01","ChcC70m","ChcC70m",16334.2384687587,155.006301692032,1629.48826689028,3933.60041503327,16409.8292570993,0,18118.733037341,20343.4296721325,38462.1627094735,55221.9859738462,93684.1486833197,790.817453045005,44.7326617150708,44.7283549832626,0,0,44.7326617150708,44.7283549832626,8.54850193138654,34.4452509479782,42.9937528793648,1.73890883570607,0.32617038838994,0.00851317788447737,0.187571873632756,9.62771192932408e-05,0.187589934251234,1652.1433742636,0.681421792076657,413.0330379719,0.199998913179917,1.91465907165229,0.103587051618548
"276","S100W100","high_cost_coal",3669524822190,2424553182,427217839,426206139.03,1011704,174299831.12,251906307.75,1807135331.83,30086016.38,1708388.87,582618.68,0,128787887.33,30046800,0,0,119460,500,27400,200102,100079,100023,0,0,"200 GW","50-50",4,"2018-11-20 04:34:11","ChcC70m","ChcC70m",16703.373801386,38.7515754230079,1785.91914051175,7871.05460234159,10941.6729003589,0,18528.0445173208,18812.7275027005,37340.7720200213,56454.2280336923,93795.0000537136,901.668823438886,44.1399730785583,44.0354446498207,0,0,44.1399730785583,44.0354446498207,8.16121277502616,33.8631905337231,42.0244033087493,2.11556976980903,0.371890717899248,0.00970649681195871,0.175787498576717,0.00236811265271165,0.17620477132516,1676.7546644689,0.691572648072729,388.4217477666,0.188081630927667,2.32136544522397,0.0858562133312011
"277","S150W50","high_cost_coal",3817784276110,2424553182,392945562,375121795.5,17823782,246845486.96,128276308.38,1849918324.86,37247986.69,2559156.76,871230.95,0,128787887.33,30046800,0,0,126720,0,24200,200039,150010,50029,0,0,"200 GW","75-25",5,"2018-11-20 05:56:47","ChcC70m","ChcC70m",17718.4959661111,0,1577.34464234979,11798.0485506176,5472.75080263595,0,19295.8406084609,17270.7993532536,36566.6399617145,58735.1427093846,95301.7826710991,2408.45144082444,46.0405115363487,43.9521425445023,0,0,46.0405115363487,43.9521425445023,7.22582086144355,32.3942387851017,39.6200596465452,6.42045188980346,0.993358883073757,0.0259270650425282,0.154717907730349,0.0453593785594148,0.162069269058417,1719.8956914188,0.709366040797698,345.2807208167,0.167191877057584,6.9753429474072,0.0680867230889976
"278","S200W0","high_cost_coal",4037055997110,2424553182,348007539,278449163.67,69558384,278449163.67,0,1945080158.69,38238901.9,2810286.86,1139983.38,0,128787887.33,30046800,0,0,144540,0,11000,200004,200004,0,0,0,"200 GW","100-0",6,"2018-11-20 07:24:43","ChcC70m","ChcC70m",20210.1594613455,0,716.974837431724,15729.9973489616,0,0,20927.1342987772,15729.9973489616,36657.1316477388,62108.5538016923,98765.6854494311,5872.35421915646,56.4914512280733,45.2001626003901,0,0,56.4914512280733,45.2001626003901,3.87600088635508,31.5259482517927,35.4019491381478,21.0895020899255,2.42203564052672,0.0632161011063259,0.114845558240265,0.199876058805726,0.143534710471036,1808.2393518862,0.745803129958401,256.9370603493,0.124414097908068,22.8552245875824,0.0449991000179996
"279","S0W400","high_cost_coal",2833491990670,2424553182,888594843,843730453.83,44864395,0,843730453.83,1393357690.79,26105175.95,1942752.82,555277.67,27143.46,128787887.33,30046800,0,0,104280,9500,40200,400031,0,400031,0,0,"400 GW","0-100",12,"2018-11-20 15:46:01","ChcC70m","ChcC70m",14580.845638779,736.27993303715,2620.21713315957,0,43760.0187157301,0,17937.3427049757,43760.0187157301,61697.3614207058,43592.1844718462,105289.545892552,12396.2146622772,51.864927379458,49.2463118151701,0,0,51.864927379458,49.2463118151701,4.82270229848924,32.3500747549893,37.1727770534785,14.6921503259795,5.11278315291549,0.133445689783135,0.347994203671792,0.0504891397057095,0.366498392197363,1294.5325113918,0.533926218241972,770.643900843701,0.373161293281235,16.0855288009233,0.0263979541585527
"280","S100W300","high_cost_coal",2837596318780,2424553182,862515820,836071489.89,26444361,164308829.21,671762660.69,1396931941.03,28865387.24,2835532.45,1002344.53,11799.36,128787887.33,30046800,0,0,89100,13000,36400,400086,100079,300007,0,0,"400 GW","25-75",13,"2018-11-20 17:06:09","ChcC70m","ChcC70m",12458.3174761719,1007.54096099821,2372.53491659225,7871.05460234159,32818.2364238022,0,15838.3933537623,40689.2910261438,56527.6843799062,43655.3279812308,100183.012361137,7289.68113086229,48.6672390078715,47.1751243080316,0,0,48.6672390078715,47.1751243080316,7.37737170181003,32.5708986305223,39.9482703323323,8.71896867553917,3.00660805668493,0.0784736754976715,0.344835285980541,0.0306595305231619,0.355742174023387,1299.9091563465,0.536143800019356,765.267255889,0.370557813538369,9.5256671114119,0.0650860065086006
"281","S200W200","high_cost_coal",3075241796060,2424553182,825174368,726940067.63,98234327,286726730.78,440213336.92,1500161254.18,33292950.69,4131113.97,1189755.68,3352.65,128787887.33,30046800,0,0,99660,8500,34200,400009,200004,200005,0,0,"400 GW","50-50",14,"2018-11-20 18:35:51","ChcC70m","ChcC70m",13934.8588066811,658.776782191135,2229.13994910591,15729.9973489616,21878.8607463911,0,16822.7755379782,37608.8580953527,54431.6336333309,47311.4122470769,101743.045880408,8849.71465013317,51.7358442188593,45.5768617565115,0,0,51.7358442188593,45.5768617565115,7.13075010831178,32.4311680275,39.5619181358118,12.1739260830475,3.65003940348015,0.0952674915726241,0.299824344141774,0.119046718099222,0.340340799338259,1397.7095945941,0.576481310028901,667.4668176414,0.323200872180641,13.2586585823173,0.0554487524030709
"282","S300W100","high_cost_coal",3473782367690,2424553182,771532271,542136785.77,229395471,321193423.88,220943361.77,1681855946.81,36743830.41,3750593.06,1231338.57,0,128787887.33,30046800,0,0,115500,2000,29600,400037,300014,100023,0,0,"400 GW","75-25",15,"2018-11-20 20:08:29","ChcC70m","ChcC70m",16149.670802445,155.006301692032,1929.31410799809,23595.6252107526,10941.6729003589,0,18233.9912121352,34537.2981111115,52771.2893232467,53442.8056567692,106214.094980016,13320.7637497412,63.7058746383682,44.764554133746,0,0,63.7058746383682,44.764554133746,6.95841416935735,32.1766065823452,39.1350207517026,24.5708538866657,5.49411077003187,0.143398493447503,0.223602761034425,0.297324549927997,0.31821627041547,1566.1124510926,0.645938584774916,499.0639611429,0.241656818364818,26.6914960544046,0.043595967373018
"283","S400W0","high_cost_coal",3960938848840,2424553182,689271552,320915676.51,368355829,320915676.51,0,1899989422.46,39791923.51,3469401.29,1552070.81,0,128787887.33,30046800,0,0,143880,0,11800,400003,400003,0,0,0,"400 GW","100-0",16,"2018-11-20 21:39:22","ChcC70m","ChcC70m",20117.8756281887,0,769.118461972213,31459.6014558543,0,0,20886.9940901609,31459.6014558543,52346.5955460152,60937.5207513846,113284.1162974,20390.7850671252,98.0307406543102,45.6418103497391,0,0,98.0307406543102,45.6418103497391,3.4881730490072,31.0031815308127,34.4913545798199,63.5393860744903,8.41012076720252,0.219507523275036,0.132360749556864,0.534413286637427,0.284288073001321,1768.1612974143,0.729273051439422,297.0151148212,0.14382069883303,68.652348145313,0.0221498338762459
"284","S0W600","high_cost_coal",2480781890050,2424553182,1286680244,1035833988.22,250846252,0,1035833988.22,1197865949.81,28210643.76,2706888.92,977077.16,123947,128787887.33,30046800,0,0,89760,18750,35600,600016,0,600016,0,0,"600 GW","0-100",17,"2018-11-20 22:59:22","ChcC70m","ChcC70m",12550.6013093287,1453.1840783628,2320.39129205176,0,65636.6916307424,0,16324.1766797433,65636.6916307424,81960.8683104857,38165.8752315385,120126.743542024,27233.4123117494,63.3660339177844,51.0124344698825,0,0,63.3660339177844,51.0124344698825,5.48565396467456,31.5890894360377,37.0747434007123,26.2912905170721,11.2323427318203,0.293168647857402,0.427226754979054,0.194956172638647,0.530687573096922,1116.3916874952,0.460452546796394,948.7847247403,0.459420666979856,28.7034683438898,0.0340490920242127
"285","S150W450","high_cost_coal",2378090946520,2424553182,1267252344,1102729796.42,164522558,199808246.95,902921549.38,1121829400.97,33305457.2,6031704.31,1562182,259953.8,128787887.33,30046800,0,0,64680,27250,45800,600096,150088,450008,0,0,"600 GW","25-75",18,"2018-11-21 00:21:36","ChcC70m","ChcC70m",9043.81564936922,2111.96086055393,2985.222504943,11804.1831268922,49227.081156781,0,14140.9990148662,61031.2642836732,75172.2632985394,36586.0145618462,111758.277860386,18864.9466301108,55.3456200075581,48.1603088545348,0,0,55.3456200075581,48.1603088545348,7.13266705464546,31.1054560018411,38.2381230564866,17.1074969510715,7.78079308392372,0.203081818471406,0.454817739040215,0.129826193148474,0.5226745915116,1051.1523038717,0.433544750296882,1014.0241083638,0.4910108900896,18.6040415356108,0.0446761851437103
"286","S300W300","high_cost_coal",2668100500830,2424553182,1207988444,943625175.99,264363275,346547057.71,597078118.29,1279605544.13,34248663.24,6521404.03,1692375.32,25331.88,128787887.33,30046800,0,0,80520,18750,39200,600019,300012,300007,0,0,"600 GW","50-50",19,"2018-11-21 01:49:29","ChcC70m","ChcC70m",11258.6276451331,1453.1840783628,2555.03760248396,23595.4679139251,32818.2364238022,0,15266.8493259799,56413.7043377273,71680.5536637072,41047.7000127692,112728.253676476,19834.9224462017,59.7840178209967,46.700533120106,0,0,59.7840178209967,46.700533120106,7.14219411422161,31.6219071648155,38.7641012790371,21.0199165419596,8.18085682486042,0.21352364247798,0.389195495069161,0.218845858437699,0.498231366079393,1197.1177714617,0.493747788396295,868.0586407738,0.420331471747805,22.849749446098,0.0434486241269026
"287","S450W150","high_cost_coal",3214183086740,2424553182,1142202959,667465337.56,474737636,359076226.34,308389111.21,1556378461.51,35852028,4673150.27,1349517.33,0,128787887.33,30046800,0,0,105600,5000,33000,600057,450047,150010,0,0,"600 GW","75-25",20,"2018-11-21 03:12:36","ChcC70m","ChcC70m",14765.4133050926,387.515754230079,2150.92451229517,35395.4826748871,16409.8292570993,0,17303.8535716179,51805.3119319864,69109.1655036042,49448.9705652308,118558.136068835,25664.8048385603,77.6149846542847,45.3556099848857,0,0,77.6149846542847,45.3556099848857,7.04538448324502,32.1184576257487,39.1638421089937,38.451142545291,10.5853750823439,0.27628253286492,0.275294162452404,0.415633331799134,0.471098331634781,1450.9767252299,0.598451185151153,614.1996870056,0.297407855022296,41.7857667164951,0.0348966848149426
"288","S600W0","high_cost_coal",3926566272050,2424553182,1026500348,339204342.34,687296010,339204342.34,0,1881145692.92,39921310.77,3748989.18,1698159.36,0,128787887.33,30046800,0,0,143880,0,11400,600051,600051,0,0,0,"600 GW","100-0",21,"2018-11-21 04:35:23","ChcC70m","ChcC70m",20117.8756281887,0,743.046649701969,47193.0593350221,0,0,20860.9222778906,47193.0593350221,68053.9816129127,60408.7118776923,128462.693490605,35569.3622603304,139.128700444873,45.9747134299287,0,0,139.128700444873,45.9747134299287,3.37696510066539,30.8905710827033,34.2675361833687,104.861164261505,14.6704813589568,0.382905444225667,0.139903857279052,0.669552628013332,0.423377121863438,1751.1753418684,0.722267242834354,314.0010703671,0.152045640511264,113.277837616114,0.0154320216114964
"289","S0W0","wind30LC_solar30LC_coalHC",4607650302210,2424553182,0,0,0,0,0,2226200401.32,37428676.23,1901699.79,187717.24,0,128787887.33,30046800,0,0,151140,0,13400,0,0,0,0,0,"0 GW","0-0",1,"2018-11-20 00:54:52","ChcC70m","ChcC70mW30lcS30lc",21132.9977929138,0,873.405711053191,0,0,0,22006.403503967,0,22006.403503967,70886.9277263077,92893.3312302747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065.1764122355,0.851776082936629,NA,NA,NA,NA
"290","S0W200","wind30LC_solar30LC_coalHC",3540509114180,2424553182,477166828,477093301.25,73523,0,477093301.25,1761530315.05,25475797.44,1384288.23,233653.53,1139.25,128787887.33,30046800,0,0,123420,3750,28800,200005,0,200005,0,0,"200 GW","0-100",2,"2018-11-20 02:07:04","ChcC70m","ChcC70mW30lcS30lc",17257.076800327,290.636815672559,1877.1704834576,0,16215.2250224738,0,19424.8840994571,16215.2250224738,35640.109121931,54469.3709873846,90109.4801093156,-2783.85112095911,33.9875344717467,33.9822973244775,0,0,33.9875344717467,33.9822973244775,5.41093198698487,34.4116270253817,39.8225590123666,-5.83502454061989,-1.14819140352398,-0.0299682558918915,0.196775762557804,0.000154090237806724,0.196806088454776,1632.3714222503,0.673266907226084,432.804989985201,0.209572890442178,-6.43211419779217,0.0428489287767806
"291","S50W150","wind30LC_solar30LC_coalHC",3589429088300,2424553182,454821772,454777983.07,43785,87812464.15,366965518.86,1782149166.59,26930978.29,1423002.94,437363.74,0,128787887.33,30046800,0,0,116820,2000,25000,200025,50015,150010,0,0,"200 GW","25-75",3,"2018-11-20 03:18:01","ChcC70m","ChcC70mW30lcS30lc",16334.2384687587,155.006301692032,1629.48826689028,2903.56529052329,12161.9254799695,0,18118.733037341,15065.4907704928,33184.2238078338,55221.9859738462,88406.2097816799,-4487.12144859474,33.1271330876496,33.1239437027055,0,0,33.1271330876496,33.1239437027055,8.54850193138654,34.4452509479782,42.9937528793648,-9.86661979171512,-1.85070036075403,-0.0483040212808339,0.187571873632756,9.62771192932408e-05,0.187589934251234,1652.1433742636,0.681421792076657,413.0330379719,0.199998913179917,-10.8638317908603,0.103587051618548
