"","Timepoint","load","dateTime","Day","load_mod_D0_M0_energyPeak","load_mod_D0.25_M0.25_energyPeak","load_mod_D0.5_M0_energyPeak","load_mod_D0_M0_energyOnly","load_mod_D0.25_M0.25_energyOnly","load_mod_D0.5_M0_energyOnly"
"339",339,235652,2030-01-15 02:55:00,15,233481,231936,249661,234642,212622,187374
"340",340,237997,2030-01-15 03:55:00,15,235280,233961,249840,236440,215054,187770
"341",341,242833,2030-01-15 04:55:00,15,240636,236064,252705,241794,217651,193465
"342",342,250243,2030-01-15 05:55:00,15,249566,249172,262278,250718,233582,210881
"343",343,259537,2030-01-15 06:55:00,15,260045,264469,275248,261178,253257,238163
"344",344,268711,2030-01-15 07:55:00,15,270225,277255,276538,271283,274989,260991
"345",345,275427,2030-01-15 08:55:00,15,277860,281913,275172,278677,285644,274539
"346",346,279636,2030-01-15 09:55:00,15,281843,285523,275061,282358,292759,283088
"347",347,279691,2030-01-15 10:55:00,15,281619,286780,275726,282156,295244,289275
"348",348,276745,2030-01-15 11:55:00,15,278680,285684,275274,279451,293077,285449
"349",349,272698,2030-01-15 12:55:00,15,275003,282184,275225,275947,286224,277116
"350",350,269284,2030-01-15 13:55:00,15,271791,278410,276341,272824,277576,263522
"351",351,266176,2030-01-15 14:55:00,15,269232,277076,276662,270304,274637,259830
"352",352,264758,2030-01-15 15:55:00,15,268374,277705,276468,269456,275910,262257
"353",353,266620,2030-01-15 16:55:00,15,270490,277283,275832,271544,275070,265607
"354",354,269318,2030-01-15 17:55:00,15,272881,275102,275405,273888,270102,270384
"355",355,270806,2030-01-15 18:55:00,15,273527,278666,275233,274518,278172,285959
"356",356,271525,2030-01-15 19:55:00,15,273176,278542,275279,274176,277878,286165
"357",357,269421,2030-01-15 20:55:00,15,270686,275658,275110,271736,271294,277987
"358",358,263623,2030-01-15 21:55:00,15,264491,269999,276178,265606,261065,264566
"359",359,256401,2030-01-15 22:55:00,15,256743,260190,276570,257884,247498,242720
"360",360,250674,2030-01-15 23:55:00,15,250089,250903,269309,251240,235694,224264
"361",361,245159,2030-01-16 00:55:00,16,243897,242520,259199,245053,225570,205240
"362",362,240634,2030-01-16 01:55:00,16,238827,236732,253397,239986,218504,194867
"363",363,238679,2030-01-16 02:55:00,16,236247,235005,252036,237407,216325,191901
"364",364,239838,2030-01-16 03:55:00,16,237107,234793,251139,238267,216061,190318
"365",365,244153,2030-01-16 04:55:00,16,241981,238188,254048,243138,220300,196150
"366",366,251950,2030-01-16 05:55:00,16,250998,248816,258115,252148,233157,203212
"367",367,261284,2030-01-16 06:55:00,16,261473,269198,276508,262601,259910,242522
"368",368,270923,2030-01-16 07:55:00,16,271869,278116,275902,272900,276983,265405
"369",369,279739,2030-01-16 08:55:00,16,280632,283928,275220,281259,289646,278639
"370",370,285543,2030-01-16 09:55:00,16,285865,286520,275302,285878,294750,286357
"371",371,284021,2030-01-16 10:55:00,16,284773,288370,275994,284945,297965,291131
"372",372,279676,2030-01-16 11:55:00,16,281260,286006,275153,281831,293810,283705
"373",373,274431,2030-01-16 12:55:00,16,276784,281998,275184,277655,285814,274867
"374",374,270058,2030-01-16 13:55:00,16,272620,279765,275382,273634,280817,270425
"375",375,266500,2030-01-16 14:55:00,16,269331,279866,275119,270401,281122,273546
"376",376,266336,2030-01-16 15:55:00,16,269425,277992,275807,270494,276626,265795
"377",377,269241,2030-01-16 16:55:00,16,272152,276931,275582,273178,274148,268143
"378",378,273099,2030-01-16 17:55:00,16,275096,275524,275282,276038,271069,271082
"379",379,275599,2030-01-16 18:55:00,16,276259,275027,275156,277154,269967,274575
"380",380,276561,2030-01-16 19:55:00,16,275741,274314,275347,276658,268467,270847
"381",381,274392,2030-01-16 20:55:00,16,272464,271648,275985,273482,263749,265193
"382",382,268448,2030-01-16 21:55:00,16,266101,262863,277025,267204,251073,251615
"383",383,261256,2030-01-16 22:55:00,16,258742,253861,274336,259879,239311,235333
"384",384,254722,2030-01-16 23:55:00,16,251925,250186,269736,253074,234810,225139
"385",385,249206,2030-01-17 00:55:00,17,246178,242255,259114,247333,225237,205122
"386",386,244980,2030-01-17 01:55:00,17,241651,237936,254038,242808,219997,196110
"387",387,243058,2030-01-17 02:55:00,17,239305,236561,253643,240464,218274,195316
"388",388,244485,2030-01-17 03:55:00,17,240422,236945,253712,241580,218773,195455
"389",389,248974,2030-01-17 04:55:00,17,245541,242227,257116,246696,225203,201492
"390",390,255923,2030-01-17 05:55:00,17,253623,253445,266981,254770,238774,219741
"391",391,264204,2030-01-17 06:55:00,17,262715,269862,277160,263839,260848,250729
"392",392,273059,2030-01-17 07:55:00,17,271917,278451,275346,272948,277710,270627
"393",393,280149,2030-01-17 08:55:00,17,279281,283210,275038,280007,288203,281367
"394",394,284417,2030-01-17 09:55:00,17,283906,287660,277420,284190,296792,295910
"395",395,284483,2030-01-17 10:55:00,17,284396,291635,280422,284619,303367,308995
"396",396,281935,2030-01-17 11:55:00,17,282362,290705,279794,282824,301935,305582
"397",397,278799,2030-01-17 12:55:00,17,279646,285929,276633,280346,293637,293150
"398",398,275754,2030-01-17 13:55:00,17,276969,280025,275023,277831,281508,281663
"399",399,272817,2030-01-17 14:55:00,17,274349,279455,275209,275316,280081,279022
"400",400,272071,2030-01-17 15:55:00,17,273454,279123,275232,274446,279369,278503
"401",401,274297,2030-01-17 16:55:00,17,275506,277888,275282,276432,276409,276981
"402",402,276646,2030-01-17 17:55:00,17,277787,276244,275190,278608,272568,278739
"403",403,276997,2030-01-17 18:55:00,17,277734,277413,275265,278558,275264,284919
"404",404,276444,2030-01-17 19:55:00,17,276124,277985,275178,277026,276717,283776
"405",405,273289,2030-01-17 20:55:00,17,272232,273467,275443,273256,266943,269188
"406",406,267093,2030-01-17 21:55:00,17,264962,263745,277017,266074,252271,254445
"407",407,259844,2030-01-17 22:55:00,17,255360,255271,275095,256504,241062,237335
"408",408,254342,2030-01-17 23:55:00,17,246953,243335,263927,248107,226551,214020
"409",409,247791,2030-01-18 00:55:00,18,239348,234102,253241,240507,215228,194540
"410",410,241032,2030-01-18 01:55:00,18,232669,225871,243276,233830,205747,176906
"411",411,236238,2030-01-18 02:55:00,18,228117,226963,246454,229279,206982,181632
"412",412,235552,2030-01-18 03:55:00,18,227433,228106,247538,228595,208271,183386
"413",413,237937,2030-01-18 04:55:00,18,230785,232394,251821,231946,213179,191476
"414",414,244111,2030-01-18 05:55:00,18,238257,243071,257959,239416,226227,202967
"415",415,252315,2030-01-18 06:55:00,18,247821,255240,269238,248974,241022,224138
"416",416,260291,2030-01-18 07:55:00,18,257495,271929,277153,258634,264262,250474
"417",417,267470,2030-01-18 08:55:00,18,265522,276676,275741,266629,273418,266629
"418",418,272501,2030-01-18 09:55:00,18,271089,281108,275135,272133,283912,279778
"419",419,273041,2030-01-18 10:55:00,18,272566,282371,275048,273582,286794,283018
"420",420,271061,2030-01-18 11:55:00,18,271755,281324,275220,272788,284347,278680
"421",421,268808,2030-01-18 12:55:00,18,270615,279815,275320,271667,280981,270951
"422",422,266904,2030-01-18 13:55:00,18,269476,276497,276478,270544,273019,262214
"423",423,265005,2030-01-18 14:55:00,18,267963,275479,276664,269050,270992,259874
"424",424,264699,2030-01-18 15:55:00,18,267678,274926,276855,268767,269757,256379
"425",425,268276,2030-01-18 16:55:00,18,270777,274973,276691,271826,269879,258118
"426",426,272420,2030-01-18 17:55:00,18,274412,268934,277054,275377,259502,252935
"427",427,274517,2030-01-18 18:55:00,18,275786,271914,276589,276700,264241,260807
"428",428,275106,2030-01-18 19:55:00,18,275535,276054,275067,276461,272204,272719
"429",429,273268,2030-01-18 20:55:00,18,273284,273022,275621,274282,266217,268108
"430",430,267440,2030-01-18 21:55:00,18,266951,264916,277020,268047,253918,253043
"431",431,259946,2030-01-18 22:55:00,18,258461,258288,275999,259599,245061,240811
"432",432,254484,2030-01-18 23:55:00,18,251216,251422,270898,252366,236309,227385
"433",433,249335,2030-01-19 00:55:00,19,244954,242570,260675,246110,225631,207990
"434",434,244161,2030-01-19 01:55:00,19,239804,238978,258496,240963,221257,203908
"435",435,240632,2030-01-19 02:55:00,19,236651,238685,256596,237811,220899,200655
"436",436,241239,2030-01-19 03:55:00,19,237097,238598,256340,238257,220787,200207
"437",437,244511,2030-01-19 04:55:00,19,240747,241925,260146,241906,224843,206978
"438",438,250188,2030-01-19 05:55:00,19,247381,251087,266586,248535,235913,219097
"439",439,257540,2030-01-19 06:55:00,19,256105,256367,268370,257247,242480,222153
"440",440,265666,2030-01-19 07:55:00,19,264970,274654,276653,266081,269183,259983
"441",441,271926,2030-01-19 08:55:00,19,271985,282632,275156,273014,287245,283530
"442",442,275588,2030-01-19 09:55:00,19,275977,285163,275686,276883,292088,288777
"443",443,275694,2030-01-19 10:55:00,19,276423,288228,277533,277311,297684,296579
"444",444,272964,2030-01-19 11:55:00,19,274322,285931,276250,275290,293607,291879
"445",445,269199,2030-01-19 12:55:00,19,271009,282347,275037,272054,286686,281625
"446",446,265310,2030-01-19 13:55:00,19,267118,277842,275717,268214,276273,266751
"447",447,261774,2030-01-19 14:55:00,19,263918,273554,277122,265036,267114,252375
"448",448,260290,2030-01-19 15:55:00,19,262803,271685,277103,263926,263805,244652
"449",449,261549,2030-01-19 16:55:00,19,264704,269018,276964,265817,259636,244046
"450",450,264011,2030-01-19 17:55:00,19,267659,265217,277329,268748,254301,248572
"451",451,266295,2030-01-19 18:55:00,19,269201,271255,276210,270273,263161,263882
"452",452,267861,2030-01-19 19:55:00,19,269350,274631,275212,270420,269140,275694
"453",453,266439,2030-01-19 20:55:00,19,267320,271309,275567,268413,263247,267647
"454",454,261317,2030-01-19 21:55:00,19,261199,261749,277032,262328,249545,251692
"455",455,254758,2030-01-19 22:55:00,19,252822,253851,274474,253969,239297,235816
"456",456,249975,2030-01-19 23:55:00,19,245719,245112,264383,246875,228667,215039
"457",457,244750,2030-01-20 00:55:00,20,239455,237156,253996,240613,219044,195977
"458",458,239612,2030-01-20 01:55:00,20,234009,232030,249016,235169,212737,186045
"459",459,237453,2030-01-20 02:55:00,20,231331,228574,246119,232493,208797,181101
"460",460,239193,2030-01-20 03:55:00,20,232942,229159,245872,234103,209457,180732
"461",461,244346,2030-01-20 04:55:00,20,239203,234429,249927,240362,215622,188012
"462",462,252783,2030-01-20 05:55:00,20,249426,248769,261035,250578,233103,208715
"463",463,262037,2030-01-20 06:55:00,20,261008,269938,277293,262138,260960,248746
"464",464,271415,2030-01-20 07:55:00,20,272157,280874,275148,273183,283461,279548
"465",465,279961,2030-01-20 08:55:00,20,281259,285730,276453,281831,293224,292467
"466",466,284169,2030-01-20 09:55:00,20,285918,289988,278488,285923,300743,300089
"467",467,283408,2030-01-20 10:55:00,20,285512,292085,279443,285574,304077,304609
"468",468,280970,2030-01-20 11:55:00,20,283112,289393,277755,283494,299822,297532
"469",469,277957,2030-01-20 12:55:00,20,279863,284210,275144,280546,290166,283817
"470",470,274469,2030-01-20 13:55:00,20,276400,280240,275090,277289,282144,272337
"471",471,272224,2030-01-20 14:55:00,20,274346,279444,275385,275313,280037,268749
"472",472,272219,2030-01-20 15:55:00,20,274434,278895,275772,275399,278782,266025
"473",473,275212,2030-01-20 16:55:00,20,276725,278350,275499,277598,277464,268383
"474",474,278372,2030-01-20 17:55:00,20,279466,273721,276507,280180,267473,261499
"475",475,279311,2030-01-20 18:55:00,20,280057,275238,275508,280729,270408,268271
"476",476,278711,2030-01-20 19:55:00,20,278556,275255,275389,279332,270462,269711
"477",477,275458,2030-01-20 20:55:00,20,274798,275146,275223,275750,270228,275256
"478",478,268462,2030-01-20 21:55:00,20,267510,269530,276384,268601,260377,262920
"479",479,260737,2030-01-20 22:55:00,20,258697,260313,276925,259834,247660,243779
"480",480,255426,2030-01-20 23:55:00,20,251630,251420,268687,252779,236303,222812
"481",481,249790,2030-01-21 00:55:00,21,245349,241880,258629,246504,224788,204247
"482",482,244374,2030-01-21 01:55:00,21,240075,236719,252821,241233,218482,193688
"483",483,241881,2030-01-21 02:55:00,21,237356,233483,250371,238516,214470,188934
"484",484,243305,2030-01-21 03:55:00,21,238140,235860,250184,239300,217395,188529
"485",485,246755,2030-01-21 04:55:00,21,242266,239567,253467,243423,221990,194993
"486",486,252669,2030-01-21 05:55:00,21,249576,251643,265302,250727,236579,216839
"487",487,259088,2030-01-21 06:55:00,21,257576,270150,276906,258715,261324,255881
"488",488,265345,2030-01-21 07:55:00,21,264745,280235,275055,265857,282040,283013
"489",489,268338,2030-01-21 08:55:00,21,268631,284741,275903,269710,291249,290515
"490",490,268866,2030-01-21 09:55:00,21,269608,286383,275887,270674,294538,290578
"491",491,266568,2030-01-21 10:55:00,21,267527,281958,275100,268617,285720,280787
"492",492,262676,2030-01-21 11:55:00,21,263932,280946,275206,265050,283577,278416
"493",493,259126,2030-01-21 12:55:00,21,260958,278979,275166,262088,278971,274546
"494",494,258264,2030-01-21 13:55:00,21,260114,276843,276165,261247,273899,264441
"495",495,257520,2030-01-21 14:55:00,21,259524,277273,275775,260658,275052,265824
"496",496,258539,2030-01-21 15:55:00,21,260658,277684,276079,261789,275840,265005
"497",497,263046,2030-01-21 16:55:00,21,264857,276765,275572,265969,273651,267557
"498",498,267489,2030-01-21 17:55:00,21,268787,274840,275387,269864,269582,270050
"499",499,269342,2030-01-21 18:55:00,21,269854,278745,275272,270917,278338,286171
"500",500,270839,2030-01-21 19:55:00,21,269498,277892,275140,270565,276421,283648
"501",501,268407,2030-01-21 20:55:00,21,265960,272275,275131,267064,264810,271458
"502",502,261842,2030-01-21 21:55:00,21,258640,263482,276984,259777,251920,254651
"503",503,254219,2030-01-21 22:55:00,21,250039,254632,275134,251190,240276,237697
"504",504,248287,2030-01-21 23:55:00,21,242696,245744,264497,243853,229473,215205
"505",505,241937,2030-01-22 00:55:00,22,236071,237302,254277,237231,219220,196592
"506",506,236795,2030-01-22 01:55:00,22,230956,231056,248301,232117,211619,184560
"507",507,234348,2030-01-22 02:55:00,22,228274,228354,245063,229436,208554,179530
"508",508,235834,2030-01-22 03:55:00,22,228956,227635,243602,230117,207740,177440
"509",509,238914,2030-01-22 04:55:00,22,232704,231057,247359,233865,211616,183087
"510",510,245930,2030-01-22 05:55:00,22,240821,244485,259293,241979,227934,205422
"511",511,253923,2030-01-22 06:55:00,22,250118,265084,277325,251269,254120,248594
"512",512,261189,2030-01-22 07:55:00,22,259000,279076,275202,260136,279256,278726
"513",513,266032,2030-01-22 08:55:00,22,265356,282995,275460,266466,287869,286754
"514",514,269187,2030-01-22 09:55:00,22,269242,285532,276739,270313,292792,294044
"515",515,267935,2030-01-22 10:55:00,22,268467,285989,277001,269549,293775,295045
"516",516,264272,2030-01-22 11:55:00,22,265349,284355,275568,266458,290439,287254
"517",517,260971,2030-01-22 12:55:00,22,262273,280967,275230,263399,283651,278555
"518",518,258440,2030-01-22 13:55:00,22,260055,278116,275573,261188,276987,267640
"519",519,256953,2030-01-22 14:55:00,22,258852,277053,276401,259988,274585,262722
"520",520,256542,2030-01-22 15:55:00,22,258821,277249,276404,259957,274971,262916
"521",521,260023,2030-01-22 16:55:00,22,261444,276990,276109,262573,274345,264810
"522",522,264738,2030-01-22 17:55:00,22,264917,274741,275618,266028,269358,268132
"523",523,267538,2030-01-22 18:55:00,22,266357,273554,275424,267458,267094,268469
"524",524,268317,2030-01-22 19:55:00,22,265333,275488,275048,266442,271013,272572
"525",525,266982,2030-01-22 20:55:00,22,262848,271653,276357,263972,263763,263037
"526",526,261456,2030-01-22 21:55:00,22,257119,265214,276922,258259,254294,255150
"527",527,253859,2030-01-22 22:55:00,22,248879,255610,273824,250031,241494,234015
"528",528,248003,2030-01-22 23:55:00,22,241522,249594,267936,242680,234085,221326
"529",529,241982,2030-01-23 00:55:00,23,235301,239385,256963,236462,221773,201238
"530",530,236495,2030-01-23 01:55:00,23,230029,233595,251033,231191,214618,190176
"531",531,233963,2030-01-23 02:55:00,23,227454,232058,248777,228616,212775,185535
"532",532,235696,2030-01-23 03:55:00,23,228440,231590,248406,229602,212226,184770
"533",533,239366,2030-01-23 04:55:00,23,232673,234325,249922,233835,215504,188102
"534",534,245834,2030-01-23 05:55:00,23,240125,247644,261794,241283,231733,209979
"535",535,252777,2030-01-23 06:55:00,23,247885,269320,277167,249038,260078,250204
"536",536,260191,2030-01-23 07:55:00,23,256419,278497,275077,257561,277806,272198
"537",537,265490,2030-01-23 08:55:00,23,263270,282877,275487,264392,287624,287101
"538",538,268018,2030-01-23 09:55:00,23,267075,284781,275904,268171,291347,290625
"539",539,266556,2030-01-23 10:55:00,23,266970,283686,275106,268066,289120,283279
"540",540,265104,2030-01-23 11:55:00,23,265615,282106,275220,266722,286051,275731
"541",541,262256,2030-01-23 12:55:00,23,262510,279824,275277,263634,280959,271294
"542",542,259172,2030-01-23 13:55:00,23,259347,276983,276598,260482,274396,260831
"543",543,257016,2030-01-23 14:55:00,23,257464,275607,276716,258603,271220,258885
"544",544,257366,2030-01-23 15:55:00,23,258185,274497,277148,259323,268878,253963
"545",545,261412,2030-01-23 16:55:00,23,262302,274366,276925,263428,268566,255931
"546",546,266731,2030-01-23 17:55:00,23,267241,272575,276459,268335,265390,262409
"547",547,270660,2030-01-23 18:55:00,23,270251,275570,275193,271309,271148,277186
"548",548,272791,2030-01-23 19:55:00,23,270845,275851,275230,271893,271787,276220
"549",549,271344,2030-01-23 20:55:00,23,268340,271740,276396,269423,263938,262702
"550",550,264401,2030-01-23 21:55:00,23,261006,262946,277342,262135,251212,247823
"551",551,255676,2030-01-23 22:55:00,23,251770,256351,275193,252920,242450,237933
"552",552,248500,2030-01-23 23:55:00,23,243528,248627,269255,244685,232912,224131
