,allocated,dispatched,difference_RT,difference_RT_perc
353,119453.5293,119453.5293,-4.61295712739e-09,0.0
354,119453.5293,119453.5293,4.67116478831e-09,0.0
355,137031.1761,137031.1761,-4.62750904262e-09,0.0
356,137031.1761,137031.1761,4.59840521216e-09,0.0
357,137031.1761,137031.1761,-4.56930138171e-09,0.0
358,137031.1761,137031.1761,4.80213202536e-09,0.0
359,137031.1761,137031.1761,-4.80213202536e-09,0.0
360,137031.1761,137031.1761,4.88944351673e-09,0.0
361,137031.1761,137031.1761,-4.83123585582e-09,0.0
362,139501.8082,139501.8082,4.80213202536e-09,0.0
363,139501.8082,139501.8082,-4.80213202536e-09,0.0
364,139501.8082,139501.8082,4.7730281949e-09,0.0
365,139501.8082,139501.8082,-4.80213202536e-09,0.0
