"Year","Month","Day","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
2014,12,10,"13076","13332","13038","13156","13413","14197","15222","16142","15965","16139","16518","15769","16434","15871","15898","16136","15116","14679","14457","13805","13499","12538","12328","12606"
2014,12,11,"12538","13033","13010","12694","13364","14184","14957","16052","16160","15813","16365","16308","16272","15838","15834","16004","16053","14847","14427","13665","13298","13259","12613","12897"
2014,12,12,"13081","12952","13003","13129","13243","13906","14453","15347","15419","15411","15512","15472","15418","14947","14555","14396","13673","12906","13280","12880","12382","11976","11651","11177"
2014,12,13,"11358","11110","10798","10959","11150","11974","12664","13425","13472","13878","13871","14190","14183","14080","14125","14111","13589","13384","13703","13538","12923","12034","11956","11726"
2014,12,14,"12042","11859","11681","11533","11955","12534","13194","14076","14147","14628","14601","14632","14467","14146","14095","13872","13328","12428","13235","13290","12059","11726","11566","11516"
2014,12,15,"11826","11660","11602","11346","11582","12443","13443","14367","14696","14679","14768","14524","14248","14076","13901","14188","13857","12958","13703","13670","13048","12181","11986","11373"
2014,12,16,"11598","11524","11136","11138","11384","12163","13473","14481","14891","14603","14721","14717","14476","14049","14508","14378","13928","13097","13744","13971","13456","12364","11574","11313"
2014,12,17,"11431","11171","11298","11408","11507","12389","12936","14740","14902","15423","14822","14869","14234","14464","14069","14168","13779","13294","13966","13397","12858","12172","11376","11094"
2014,12,18,"11186","11073","11050","11004","11247","11916","13209","14057","14555","14372","14321","14658","14022","14057","13981","13978","13702","12781","13669","13474","12214","11774","11156","11082"
2014,12,19,"11192","11309","11141","10997","11367","12288","13165","14161","14772","14926","14754","14612","14452","14035","14127","13635","13373","12264","13114","13041","12122","11414","10975","10913"
2014,12,20,"10688","10793","10611","10728","11138","12062","13296","14434","14799","15049","15283","15167","15173","14596","14872","14283","14022","13314","13497","13437","12571","11685","11322","11236"
2014,12,21,"11917","11699","11439","11337","11723","12433","13492","14484","14764","15273","15385","15484","15260","14864","14724","14466","14019","12786","13353","13397","12438","11462","11153","11044"
2014,12,22,"11374","11163","11044","11435","11619","12190","13829","14656","15068","15499","15583","15614","15410","15270","15338","15098","14535","13685","13787","13559","13003","11844","11234","11420"
2014,12,23,"11573","11327","11189","11535","11627","12628","13916","15061","15645","15638","15872","15737","15505","15326","15041","15220","14769","13509","13883","13574","12783","11936","11421","11310"
2014,12,24,"11420","11514","11258","11608","11817","12591","13679","14997","15693","15743","15670","15800","15368","15114","14874","15081","14710","13358","13884","13269","13051","12268","11383","11162"
2014,12,25,"11420","11367","11336","11654","12003","12434","12901","14323","15358","15249","15813","15830","15334","15186","15221","14678","14338","13248","13399","13030","12694","11760","11515","11150"
2014,12,26,"11507","11288","11511","11657","11919","12676","13491","14900","15182","14975","15543","15402","15020","15081","14148","14201","14689","12902","13843","13198","12921","11681","11005","11062"
2014,12,27,"11250","11489","11586","11326","11670","12232","13213","14815","15118","15155","15651","15800","14937","15161","14855","14688","14025","13281","13463","13446","13056","11682","10874","11137"
2014,12,28,"11246","11149","11165","10942","11619","12303","13198","14357","14799","14940","15334","15521","15230","14762","14673","14893","14134","12875","13195","13019","12482","11128","10674","11200"
2014,12,29,"11246","11149","11165","10942","11619","12303","13198","14357","14799","14940","15334","15521","15230","14762","14673","14893","14134","12875","13195","13019","12482","11128","10674","11200"
2014,12,30,"11616","11082","11079","11183","11542","12505","13823","14885","15938","15705","15819","16188","15844","15307","14850","14961","14072","13225","13779","13656","12719","11836","11240","11422"
2014,12,31,"11312","11300","11306","11150","11382","12330","13350","14455","15115","15306","14794","15132","14782","14498","14244","14026","13757","12546","12995","12845","12064","11357","10736","10837"
